latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.4313,-118.64269,306.23,0.38,0.58,2025-01-10,1028,N,VIIRS,n,2,282.1,0.68,N,2
34.23721,-118.0771,305.21,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,279.61,1.15,N,0
34.23534,-118.09241,367,0.41,0.6,2025-01-10,1028,N,VIIRS,h,2,286.69,5.51,N,0
34.23666,-118.09741,297.14,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,277.61,7.1,N,0
34.23403,-118.08748,313.4,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,281.44,5.51,N,0
34.23279,-118.08281,301.43,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.37,1.5,N,0
34.23166,-118.07854,308.93,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.77,1.5,N,0
34.23077,-118.0752,306.12,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.27,1.28,N,0
34.22987,-118.07183,301.93,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,278.86,1.28,N,0
34.22932,-118.0921,351.34,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,282.44,5.51,N,0
34.23085,-118.09788,303.39,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,279.99,7.1,N,0
34.22797,-118.08702,301.44,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,280.15,5.51,N,0
34.22678,-118.08255,301.57,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.58,1.5,N,0
34.22576,-118.0787,308.44,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,282.02,1.5,N,0
34.22485,-118.07527,307.79,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,282.34,1.28,N,0
34.22398,-118.07198,312.61,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.97,1.28,N,0
34.22306,-118.06852,304.19,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.1,1.27,N,0
34.22211,-118.06494,308.24,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.14,1.27,N,0
34.22101,-118.06084,296.4,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,279.32,0.47,N,0
34.22963,-118.11559,321.03,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,283.62,1.47,N,0
34.33576,-118.51815,307.9,0.38,0.59,2025-01-10,1028,N,VIIRS,n,2,281.5,0.43,N,2
34.23052,-118.11896,302.35,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,280.85,1.47,N,0
34.22872,-118.11218,300.31,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,281.77,2.01,N,0
34.22496,-118.09803,308.77,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,279.64,1.61,N,0
34.22069,-118.08198,295.6,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,282.04,0.91,N,0
34.21969,-118.07821,298.03,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281,0.91,N,0
34.21799,-118.0718,302.29,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.92,2.99,N,0
34.21714,-118.06864,310.44,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.67,1.57,N,0
34.2163,-118.06546,301.6,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.73,1.57,N,0
34.21525,-118.06153,295.38,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.2,1.02,N,0
34.22396,-118.11658,301.5,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,279.69,1.47,N,0
34.20732,-118.07639,296.77,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.88,0.79,N,0
34.20647,-118.0732,296.43,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.67,0.79,N,0
34.20559,-118.06989,307.74,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,282.61,1.39,N,0
34.23114,-118.09154,367,0.41,0.61,2025-01-10,1028,N,VIIRS,h,2,286.95,9.26,N,0
34.23252,-118.09689,312.06,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,279.12,7.36,N,0
34.22987,-118.08662,307.57,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.64,9.26,N,0
34.22874,-118.08225,301.3,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.55,1.13,N,0
34.22773,-118.07835,307.92,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.68,1.13,N,0
34.22685,-118.07496,306,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,281.71,1.32,N,0
34.22599,-118.07166,310.9,0.41,0.61,2025-01-10,1028,N,VIIRS,n,2,280.7,1.32,N,0
34.22669,-118.09719,320.9,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,281.21,7.36,N,0
34.33491,-118.51825,307.72,0.38,0.59,2025-01-10,1028,N,VIIRS,n,2,281.25,0.75,N,2
34.23213,-118.11823,302.65,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,280.27,1.36,N,0
34.23125,-118.11481,316.72,0.41,0.6,2025-01-10,1028,N,VIIRS,n,2,282.46,1.36,N,0
32.42036,-116.92147,310.04,0.52,0.67,2025-01-10,1029,N,VIIRS,n,2,282.32,0.96,N,0
32.43628,-117.0751,298.38,0.51,0.66,2025-01-10,1029,N,VIIRS,n,2,278.03,0.72,N,0
32.03613,-116.87738,332.8,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,286.95,3.98,N,0
32.03465,-116.87205,329.14,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,286.51,3.98,N,0
32.03313,-116.86656,310.05,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,285.53,1.99,N,0
32.03144,-116.88454,347.28,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,285.97,42.89,N,0
32.03001,-116.87937,342.87,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,303.26,29.61,N,0
32.02853,-116.87402,334.57,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,287.42,29.61,N,0
32.02576,-116.88089,347.52,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,284.36,5.34,N,0
32.02717,-116.88611,300.12,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,282.37,5.34,N,3
32.02433,-116.87564,295.91,0.54,0.68,2025-01-10,1029,N,VIIRS,n,2,285.26,2.41,N,0
33.81891,-118.24411,297.89,0.41,0.61,2025-01-10,1029,N,VIIRS,n,2,283.56,1.36,N,2
33.82069,-118.24246,298.49,0.41,0.61,2025-01-10,1029,N,VIIRS,n,2,284.18,0.76,N,2
33.85357,-118.33047,301.66,0.4,0.6,2025-01-10,1029,N,VIIRS,n,2,285.33,1.46,N,2
32.95629,-115.64692,340.5,0.6,0.53,2025-01-10,2007,N,VIIRS,n,2,296.93,6.39,D,0
32.96106,-115.64849,331.38,0.6,0.53,2025-01-10,2007,N,VIIRS,n,2,294.79,2.49,D,0
34.10817,-118.55848,367,0.41,0.61,2025-01-10,2008,N,VIIRS,h,2,305.92,10,D,0
34.07671,-118.67912,367,0.42,0.61,2025-01-10,2008,N,VIIRS,h,2,305.31,9.25,D,0
34.2275,-118.09575,329.08,0.38,0.59,2025-01-10,2008,N,VIIRS,n,2,289.12,5.82,D,0
34.22661,-118.09924,336.85,0.38,0.59,2025-01-10,2008,N,VIIRS,n,2,290.09,3.55,D,0
34.11566,-118.52969,346.62,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,320.06,94.14,D,0
34.11332,-118.5387,333.75,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,297.71,39.51,D,0
34.11027,-118.55041,352.45,0.41,0.61,2025-01-10,2008,N,VIIRS,n,2,291.83,21.9,D,0
34.10926,-118.55431,348.81,0.41,0.61,2025-01-10,2008,N,VIIRS,n,2,302.8,21.9,D,0
34.10701,-118.56293,327.54,0.41,0.61,2025-01-10,2008,N,VIIRS,n,2,295.91,10,D,0
34.07859,-118.67194,337.17,0.42,0.61,2025-01-10,2008,N,VIIRS,n,2,295.37,9.25,D,0
34.11995,-118.53594,367,0.41,0.6,2025-01-10,2008,N,VIIRS,h,2,292.39,11.24,D,0
34.12117,-118.53124,343.64,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,292.42,12.49,D,0
36.14103,-121.09193,346,0.49,0.65,2025-01-10,2008,N,VIIRS,n,2,292.37,5.5,D,0
36.14283,-121.09028,333.79,0.49,0.65,2025-01-10,2008,N,VIIRS,n,2,291.37,4.96,D,0
34.07432,-118.59723,367,0.41,0.61,2025-01-10,2008,N,VIIRS,h,2,303.03,10.03,D,0
34.0734,-118.60072,367,0.41,0.61,2025-01-10,2008,N,VIIRS,h,2,296.03,10.03,D,0
34.08865,-118.58789,367,0.41,0.61,2025-01-10,2008,N,VIIRS,h,2,299.72,68.78,D,0
34.08741,-118.59261,208,0.41,0.61,2025-01-10,2008,N,VIIRS,l,2,309.24,86.1,D,0
34.10806,-118.53617,367,0.41,0.6,2025-01-10,2008,N,VIIRS,h,2,305.44,39.51,D,0
34.10708,-118.53992,367,0.41,0.6,2025-01-10,2008,N,VIIRS,h,2,300.39,13.87,D,0
34.104,-118.55177,367,0.41,0.61,2025-01-10,2008,N,VIIRS,h,2,302.56,21.9,D,0
34.11253,-118.519,335.01,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,300.16,34.83,D,0
34.1113,-118.52371,342.99,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,302.99,94.14,D,0
34.10905,-118.53239,330.25,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,296.54,39.51,D,0
34.10609,-118.54374,342.21,0.41,0.6,2025-01-10,2008,N,VIIRS,n,2,296.81,13.87,D,0
34.10507,-118.54763,341.19,0.41,0.61,2025-01-10,2008,N,VIIRS,n,2,296.69,21.9,D,0
34.10155,-118.56117,340.2,0.41,0.61,2025-01-10,2008,N,VIIRS,n,2,300.69,10,D,0
34.11798,-118.52077,367,0.41,0.6,2025-01-10,2008,N,VIIRS,h,2,304.78,34.83,D,0
34.11445,-118.53432,367,0.41,0.6,2025-01-10,2008,N,VIIRS,h,2,329.07,39.51,D,0
33.09329,-115.39472,351.86,0.75,0.77,2025-01-10,2148,N,VIIRS,n,2,297.28,36.93,D,0
34.0774,-118.67815,347.57,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,300.65,4.83,D,0
34.08812,-118.58849,345.86,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,299.37,6.09,D,0
34.07778,-118.67242,337.04,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,296.62,5.46,D,0
34.07761,-118.67612,346.64,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,298.23,5.36,D,0
34.07743,-118.67991,332.57,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,299.43,5.36,D,0
34.08785,-118.58516,337.92,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,302.51,3.35,D,0
34.0876,-118.59073,333.75,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,297.16,3.35,D,0
34.08715,-118.60078,329.55,0.5,0.66,2025-01-10,2148,N,VIIRS,n,2,297.32,3.39,D,0
34.10852,-118.53788,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,304.59,27.25,D,0
34.10795,-118.55053,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,306.11,43.34,D,0
34.10823,-118.54424,344.45,0.51,0.66,2025-01-10,2148,N,VIIRS,n,2,294.29,43.34,D,0
34.11548,-118.5211,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,297.39,91.14,D,0
34.11497,-118.53207,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,348,108.38,D,0
34.11446,-118.54336,326.24,0.51,0.66,2025-01-10,2148,N,VIIRS,n,2,297.03,35.52,D,0
34.11522,-118.52663,352.66,0.51,0.66,2025-01-10,2148,N,VIIRS,l,2,331.98,91.14,D,0
34.11473,-118.53751,367,0.51,0.66,2025-01-10,2148,N,VIIRS,l,2,329.18,108.38,D,0
34.12137,-118.52769,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,292.86,91.14,D,0
34.12112,-118.5331,367,0.51,0.66,2025-01-10,2148,N,VIIRS,h,2,320.38,108.38,D,0
34.12088,-118.53838,342.43,0.51,0.66,2025-01-10,2148,N,VIIRS,n,2,297.65,108.38,D,0
35.26448,-118.98878,340.11,0.49,0.65,2025-01-10,2148,N,VIIRS,n,2,294.48,5.55,D,0
36.13816,-121.09337,338.46,0.38,0.58,2025-01-10,2149,N,VIIRS,n,2,296.89,7.5,D,0
36.13868,-121.0936,344.82,0.38,0.59,2025-01-10,2149,N,VIIRS,n,2,296.19,3.27,D,0
36.13844,-121.09801,339.76,0.38,0.59,2025-01-10,2149,N,VIIRS,n,2,295.93,3.27,D,0
32.35159,-116.59721,296.18,0.74,0.76,2025-01-11,0830,N,VIIRS,n,2,275.99,1.55,N,0
37.02341,-120.19394,295.84,0.48,0.4,2025-01-11,1009,N,VIIRS,n,2,276.18,1.15,N,0
34.60873,-117.33678,314.17,0.48,0.48,2025-01-11,1010,N,VIIRS,n,2,279.42,2.35,N,2
34.43097,-118.64328,307.43,0.42,0.45,2025-01-11,1010,N,VIIRS,n,2,276.99,0.84,N,2
34.33476,-118.52176,303.07,0.42,0.46,2025-01-11,1010,N,VIIRS,n,2,280.25,1.61,N,2
34.33422,-118.51998,310.3,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,280.09,0.97,N,2
34.23209,-118.08609,295.72,0.45,0.47,2025-01-11,1010,N,VIIRS,n,2,282.88,1.31,N,0
34.31884,-118.50956,297.49,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,279.28,0.39,N,2
34.29042,-118.80299,309.75,0.41,0.45,2025-01-11,1010,N,VIIRS,n,2,277.25,0.98,N,2
34.15215,-118.19298,310.19,0.45,0.47,2025-01-11,1010,N,VIIRS,n,2,281.33,1.64,N,2
34.29185,-118.80024,312.81,0.41,0.45,2025-01-11,1010,N,VIIRS,n,2,277.55,1.33,N,2
34.15416,-118.1944,306.55,0.45,0.47,2025-01-11,1010,N,VIIRS,n,2,280.17,2,N,2
34.12773,-118.52303,356.1,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,297.65,31.45,N,0
34.12672,-118.51844,344.21,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,289.14,31.45,N,0
34.12572,-118.51386,328.45,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.42,5.71,N,0
34.13069,-118.53658,300.49,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,281.99,34.68,N,0
34.12973,-118.53218,300.02,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,282.57,36.26,N,0
34.12874,-118.52766,306.93,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.71,36.26,N,0
34.12751,-118.54217,342.26,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,294.98,34.68,N,0
34.12657,-118.53786,336.68,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,312.24,34.68,N,0
34.12559,-118.53341,341.55,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,305.25,36.26,N,0
34.1246,-118.52885,350.55,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,312.6,36.26,N,0
34.12358,-118.52421,367,0.43,0.46,2025-01-11,1010,N,VIIRS,h,2,325.73,31.45,N,0
34.12257,-118.51963,351.86,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,298.82,31.45,N,0
34.12158,-118.51509,367,0.43,0.46,2025-01-11,1010,N,VIIRS,h,2,302.93,5.71,N,0
34.12846,-118.54652,297.54,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,281.52,1.38,N,0
34.12055,-118.51041,313.58,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.17,5.71,N,0
34.12337,-118.54337,346.09,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,288.03,82.55,N,0
34.12239,-118.53892,367,0.43,0.46,2025-01-11,1010,N,VIIRS,h,2,342.21,82.55,N,0
34.12141,-118.53445,338.92,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,307.72,36.63,N,0
34.12043,-118.52995,352.45,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,300.97,36.63,N,0
34.11942,-118.52535,349.89,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.93,5.8,N,0
34.11841,-118.52076,327.1,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,292.1,5.8,N,0
34.11744,-118.51631,334,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,299.64,5.5,N,0
34.12437,-118.54794,308.1,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.34,2.79,N,0
34.11644,-118.51179,317.44,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.88,5.5,N,0
34.11536,-118.50683,308.62,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,288.33,4.56,N,0
34.1143,-118.50204,295.64,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,281.96,4.56,N,0
34.11924,-118.54464,351.21,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,304.74,82.55,N,0
34.11823,-118.54005,329.38,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,313.85,82.55,N,0
34.11724,-118.53551,334.58,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.13,36.63,N,0
34.11424,-118.52186,340.64,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,291.84,5.8,N,0
34.11327,-118.51746,352.42,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,296.32,5.5,N,0
34.11232,-118.51307,332.56,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.41,5.5,N,0
34.11123,-118.50816,351.56,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,300.04,4.56,N,0
34.11014,-118.5032,332.11,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.82,4.56,N,0
34.12028,-118.54939,309.89,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.55,2.79,N,0
34.11625,-118.53101,316.11,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.25,36.63,N,0
34.11525,-118.52646,308.07,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.27,5.8,N,0
34.12714,-118.53952,338.72,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,319.07,82.31,N,0
34.1262,-118.5351,351.28,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,294.86,82.31,N,0
34.12524,-118.53057,348.91,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,302.52,63.55,N,0
34.12426,-118.52594,338.37,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,325.4,63.55,N,0
34.12327,-118.52129,339.98,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,314.59,19.46,N,0
34.1223,-118.51675,367,0.43,0.46,2025-01-11,1010,N,VIIRS,h,2,297.52,19.46,N,0
34.12132,-118.51213,342.25,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,296.48,4.37,N,0
34.12805,-118.54378,310.25,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,282.85,6.5,N,0
34.12392,-118.54505,324.02,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.93,6.5,N,0
34.12297,-118.54063,334,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,326.2,82.31,N,0
34.12202,-118.53614,332.43,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,315.74,82.31,N,0
34.12107,-118.53166,321.6,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,312.97,63.55,N,0
34.1201,-118.52708,356.9,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,293.17,63.55,N,0
34.11911,-118.52245,336.61,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.31,19.46,N,0
34.11815,-118.51792,334.02,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,297.59,19.46,N,0
34.1172,-118.51344,331.37,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,297.64,4.37,N,0
34.12493,-118.54979,298.3,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,282.89,6.5,N,0
34.11617,-118.50863,307.36,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.96,4.37,N,0
34.11512,-118.5037,300.09,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.74,1.58,N,0
34.11981,-118.54643,338.08,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.24,20.91,N,0
34.11884,-118.54181,326,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,324.33,48.37,N,0
34.11786,-118.53724,347.61,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,296.03,48.37,N,0
34.11689,-118.53271,321.17,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.07,1.68,N,0
34.11398,-118.51905,354.73,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,297,6.24,N,0
34.11306,-118.51469,332.94,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,292.77,21.36,N,0
34.11205,-118.50999,326.21,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,291.56,21.36,N,0
34.11098,-118.50491,351.57,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,298.11,9.82,N,0
34.12084,-118.55126,298.46,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,282.93,20.91,N,0
34.11593,-118.52817,311.57,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.91,1.68,N,0
34.11495,-118.52355,309,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.86,6.24,N,0
34.11571,-118.54782,341.42,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,289.87,20.91,N,0
34.1147,-118.54305,333.29,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,306.06,48.37,N,0
34.11371,-118.53841,328.54,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.67,48.37,N,0
34.10981,-118.52012,351.29,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.59,6.24,N,0
34.10889,-118.51582,343.06,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,310.2,21.36,N,0
34.10791,-118.51123,351.64,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,296.53,21.36,N,0
34.10681,-118.50605,337.85,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,288.14,9.82,N,0
34.11674,-118.55267,297.18,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.09,20.91,N,0
34.11273,-118.53382,306.24,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.64,1.68,N,0
34.11176,-118.52924,298.56,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.57,1.68,N,0
34.11077,-118.52464,299.46,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,283.36,6.24,N,0
34.10471,-118.51687,340.53,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.78,34.78,N,0
34.10376,-118.51241,345.03,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,309.1,34.78,N,0
34.10266,-118.50728,338.21,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,289.48,12.92,N,0
34.14785,-118.71973,298.01,0.42,0.45,2025-01-11,1010,N,VIIRS,n,2,277.01,0.49,N,0
34.11266,-118.55413,295.16,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.93,1.14,N,0
34.11164,-118.54935,307.03,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,286.67,1.14,N,0
34.11063,-118.54462,316.81,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,287.67,1.71,N,0
34.10964,-118.53999,311.27,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,288.17,1.71,N,0
34.10864,-118.53529,295.44,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.02,1.34,N,0
34.0996,-118.51358,344.93,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,290.51,34.78,N,0
34.09854,-118.50862,336.19,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,284.74,12.92,N,0
34.10762,-118.55113,297.4,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.33,1.14,N,0
34.10663,-118.5465,299.77,0.43,0.46,2025-01-11,1010,N,VIIRS,n,2,285.17,1.71,N,0
33.79288,-117.47613,300.92,0.5,0.49,2025-01-11,1010,N,VIIRS,n,2,277.48,0.84,N,2
33.92636,-118.42761,295.84,0.44,0.46,2025-01-11,1010,N,VIIRS,n,2,280.26,0.34,N,0
33.85146,-118.33072,297.05,0.44,0.46,2025-01-11,1010,N,VIIRS,n,2,285.29,1.09,N,2
33.85387,-118.33174,302.43,0.44,0.46,2025-01-11,1010,N,VIIRS,n,2,288.02,1.9,N,2
33.7137,-117.70928,298.7,0.48,0.48,2025-01-11,1010,N,VIIRS,n,2,279.42,0.47,N,2
33.61387,-117.82053,302.6,0.48,0.48,2025-01-11,1010,N,VIIRS,n,2,280.68,0.83,N,2
32.35398,-117.0476,315.78,0.56,0.52,2025-01-11,1010,N,VIIRS,n,2,278.96,2.63,N,0
32.34933,-117.04903,299.14,0.56,0.52,2025-01-11,1010,N,VIIRS,n,2,279.1,1.22,N,0
32.35344,-117.04842,324.37,0.56,0.52,2025-01-11,1010,N,VIIRS,n,2,279.13,1.94,N,0
34.08281,-118.51212,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,307.57,51.17,D,0
34.08516,-118.50439,347.36,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,294.29,51.17,D,0
34.08038,-118.52016,330.61,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,289.9,14.71,D,0
34.09223,-118.50603,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,312.09,51.17,D,0
34.09008,-118.51314,343.15,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,303.93,51.17,D,0
34.08731,-118.52228,326.73,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,291.25,14.71,D,0
34.10159,-118.50009,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,301.52,117.98,D,0
34.09934,-118.50757,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,338.65,88.73,D,0
34.09731,-118.51427,347.25,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,305.24,88.73,D,0
34.10841,-118.50256,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,319.58,117.98,D,0
34.1064,-118.50925,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,302.37,88.73,D,0
34.08117,-118.51276,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,304.31,32.37,D,0
34.09077,-118.50629,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,303.18,112.5,D,0
34.08848,-118.5137,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,302.46,88.86,D,0
34.08578,-118.52245,329.71,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,290.85,88.86,D,0
34.10018,-118.50038,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,298.79,112.5,D,0
34.09789,-118.50781,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,344.34,112.5,D,0
34.107,-118.50282,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,319.14,28.85,D,0
34.10494,-118.50952,367,0.73,0.76,2025-01-11,1949,N,VIIRS,h,2,304.85,28.85,D,0
34.10254,-118.51733,327.32,0.73,0.76,2025-01-11,1949,N,VIIRS,n,2,298.13,13.97,D,0
